coordinate,latency,score,vehicle_name,velocity,status_code
"-131.78312123693695,106.44513975571218,-3.0660689643959804",30.49015998840332,0.0,AGV2,0.0,200
"-131.78312123693695,106.44513975571218,-3.0660689643959804",10.090827941894531,0.0,AGV2,0.0,200
"-131.78312123693695,106.44513975571218,-3.0660689643959804",9.754657745361328,0.0,AGV2,0.0,200
"-131.78312123693695,106.44513975571218,-3.0660689643959804",10.11967658996582,0.0,AGV2,0.0,200
"-131.78312123693695,106.44513975571218,-3.0660689643959804",10.140180587768555,0.0,AGV2,0.0,200
"-131.78312123693695,106.44513975571218,-3.0660689643959804",10.150432586669922,0.0,AGV2,0.0,200
"-131.78312123693695,106.44513975571218,-3.0660689643959804",9.884834289550781,0.0,AGV2,0.0,200
"-131.79713166867228,106.44407897651054,-3.0659746996476107",9.89532470703125,0.0,AGV2,0.06544421340485615,200
"-131.9870473386774,106.42948041063245,-3.0632747480335025",10.14399528503418,0.0,AGV2,0.3585325077932766,200
"-132.5669092297673,106.37662712809993,-3.035051392788449",10.115385055541992,0.0,AGV2,0.8061532023152208,200
"-133.55649287202942,106.2484899356079,-2.997907472632064",9.898662567138672,0.0,AGV2,1.1650360918119387,200
"-134.8199416178538,106.0631273595471,-2.9990535044637943",9.830713272094727,0.0,AGV2,1.3602376117439379,200
"-136.19966768414784,105.87095336120387,-3.0036787058947487",30.193328857421875,0.0,AGV2,1.4066479637901848,200
"-137.58132887473658,105.66044377390988,-2.968639726349422",10.202646255493164,0.0,AGV2,1.387083620437636,200
"-138.9364847858244,105.37126751335555,-2.8862817965123417",9.934186935424805,0.0,AGV2,1.3868466937479411,200
"-140.25514258641763,104.94380121099051,-2.766564679818916",10.007858276367188,0.0,AGV2,1.3871248405287444,200
"-141.51225353661113,104.35902187446803,-2.649765463798416",10.319232940673828,0.0,AGV2,1.3873263256952666,200
"-142.7108553660984,103.66088465196276,-2.5910794096666865",20.684003829956055,0.0,AGV2,1.3874989019582653,200
"-143.89599240053454,102.9392045155566,-2.613074400058998",10.01596450805664,0.0,AGV2,1.3876476207803095,200
"-145.12251516914765,102.29122925578211,-2.7074263853053533",9.998083114624023,0.0,AGV2,1.3877791971582722,200
"-146.4149476022143,101.78789034184949,-2.832328086738843",10.294198989868164,0.0,AGV2,1.3878966619680813,200
"-147.75833057701612,101.44180754198928,-2.9423884757200396",10.292768478393555,0.0,AGV2,1.3880017176809558,200
"-149.1263526442124,101.22368793793179,-3.018342010323443",9.894609451293945,0.0,AGV2,1.376955189540797,200
"-150.48006725423068,101.08550658240941,-3.0563963784235133",10.146856307983398,0.0,AGV2,1.345577856321824,200
"-151.82781886960927,100.98023718232155,-3.06757523878695",10.357856750488281,0.0,AGV2,1.3964124350253317,200
"-153.3486210136894,100.86762007341777,-3.0667770032723523",10.271787643432617,0.0,AGV2,1.6642483013396978,200
"-155.14963509050898,100.7303069273475,-3.0642767313793824",9.929656982421875,0.0,AGV2,1.940630142570822,200
"-157.18952988026976,100.57032420672557,-3.0627103719841555",10.005474090576172,0.0,AGV2,2.133204374249456,200
"-159.3651650246949,100.39832504145616,-3.062773223976463",30.42888641357422,0.0,AGV2,2.2141962760761134,200
"-161.57941233978983,100.22356104211956,-3.0627036487168686",10.322332382202148,0.0,AGV2,2.2227935197588233,200
"-163.79472182715085,100.04703804080322,-3.0613099224438285",10.132551193237305,0.0,AGV2,2.2219596327718536,200
"-166.0094435929923,99.86851014813394,-3.0619202887401427",10.023117065429688,0.0,AGV2,2.2217068111684433,200
"-168.22499428516403,99.70446922958915,-3.07729500680617",10.352373123168945,0.0,AGV2,2.221708013954311,200
"-170.4443195964872,99.60410486794473,-3.1198956706459446",10.383367538452148,0.0,AGV2,2.2217583867867696,200
"-172.66546632488541,99.62119158870983,3.103973262739083",10.119438171386719,0.0,AGV2,2.2218086342524104,200
"-174.88276600497514,99.76216967755785,3.0570647635285235",10.328054428100586,0.0,AGV2,2.2218529750733844,200
"-177.09479402080618,99.97171556501439,3.042753093682099",10.483026504516602,0.0,AGV2,2.221892199962121,200
