coordinate,latency,score,vehicle_name,velocity,status_code
"-595.3374987207436,-116.71370734335373,1.6380276203103576",24.950265884399414,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",9.442567825317383,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",9.393930435180664,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",9.420394897460938,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",19.562959671020508,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",9.128808975219727,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",9.548187255859375,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",19.6077823638916,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",9.537696838378906,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",9.25898551940918,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",9.630203247070312,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",9.543180465698242,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",19.675254821777344,0.0,AGV2,0.0,200
"-595.3374987207436,-116.71370734335373,1.6380276203103576",29.353857040405273,0.0,AGV2,0.0,200
"-595.5065898783855,-114.27364452251055,1.6452991009199658",9.277105331420898,0.0,AGV2,1.42922712810682,200
"-595.6275538044432,-112.73141829381676,1.6518394832720336",9.429216384887695,0.0,AGV2,1.6340778882053033,200
"-595.7599097863553,-111.08395797012909,1.6469882022159232",9.598731994628906,0.0,AGV2,1.6240062144618677,200
"-595.8616634093984,-109.51636690767417,1.6205480941119552",9.622335433959961,0.0,AGV2,1.518231265897408,200
"-595.9038748704199,-108.05033960280693,1.574956153883948",9.325265884399414,0.0,AGV2,1.4159932497774714,200
"-595.8673294481019,-106.66536858724704,1.510019620485171",9.73367691040039,0.0,AGV2,1.3745148763182786,200
"-595.724923192549,-105.29329232587185,1.4202794065026996",9.623527526855469,0.0,AGV2,1.3851361506065207,200
"-595.4770341532793,-104.06667429034611,1.3215142877717843",9.715557098388672,0.0,AGV2,0.7831941991325289,200
"-595.4249184249621,-103.86874266413176,1.3051617193697715",29.40821647644043,0.0,AGV2,0.0,200
"-595.4056215824389,-103.79872582199549,1.2985426335604928",9.647369384765625,0.0,AGV2,0.1979507899344797,200
"-595.2931121117473,-103.42254367460032,1.2615019153564035",9.66191291809082,0.0,AGV2,0.6128808446001845,200
"-595.0090568828234,-102.6440468159532,1.1805918821536499",9.723663330078125,0.0,AGV2,1.0265531000388766,200
"-594.5056161617902,-101.58561677400074,1.0751997246040712",19.444942474365234,0.0,AGV2,1.2900057509640452,200
"-593.7992808347146,-100.43280336011348,0.9706424091394442",9.430170059204102,0.0,AGV2,1.3912940438071386,200
"-592.9601049164586,-99.31528323121289,0.8868436335570569",9.68170166015625,0.0,AGV2,1.3988925353769532,200
"-592.0445173265855,-98.25906375092057,0.8311071999381245",9.707927703857422,0.0,AGV2,1.3972406729528553,200
"-591.0858128690296,-97.24351294956556,0.8014951318547365",9.441614151000977,0.0,AGV2,1.3961011903680656,200
"-590.1094648223107,-96.24612810921047,0.7941243148640411",9.725332260131836,0.0,AGV2,1.3952842403767651,200
"-589.1356264316094,-95.24745185134833,0.8049988646980606",9.705781936645508,0.0,AGV2,1.3946017875201702,200
"-588.183149132539,-94.22928272090799,0.835693035541333",9.746313095092773,0.0,AGV2,1.3939976494072648,200
"-587.2739366929214,-93.17321617214834,0.888462827634966",9.535074234008789,0.0,AGV2,1.3934572684493975,200
"-586.4344569259076,-92.06164853506044,0.9633771262503807",9.572744369506836,0.0,AGV2,1.3929737778869422,200
"-585.6928099712136,-90.88340229840666,1.0559909220576997",9.72127914428711,0.0,AGV2,1.3925413528872976,200
"-585.0669643320953,-89.64032531432949,1.1536901220934088",9.659528732299805,0.0,AGV2,1.3921547007444877,200
"-584.5673975695786,-88.34167159454103,1.2538488059326895",9.644031524658203,0.0,AGV2,1.3918087328972708,200
"-584.1997061498834,-86.99997922627064,1.3520481661442934",9.729623794555664,0.0,AGV2,1.391499727808921,200
"-583.9626901356702,-85.62950546611546,1.4455400352507553",9.856700897216797,0.0,AGV2,1.3912234099656358,200
"-583.8459734512875,-84.24371798288824,1.525464243010863",9.813547134399414,0.0,AGV2,1.3909762978318023,200
"-583.8293048973804,-82.85318053071941,1.589278226105002",9.52291488647461,0.0,AGV2,1.3907553146972098,200
"-583.8885350680656,-81.46766138375754,1.6346998557871764",1459.8240852355957,0.0,AGV2,1.3764167840565162,200
"-584.1336667674942,-78.74777755901772,1.6777228410823306",9.907245635986328,0.0,AGV2,1.4462217403913087,200
"-584.3087512923152,-77.17015934389272,1.6835978507131881",9.627342224121094,0.0,AGV2,1.7362577714345928,200
"-584.5237614106198,-75.29298776314897,1.685730463616887",9.88626480102539,0.0,AGV2,2.031372190009076,200
"-584.7693806019034,-73.16659011001764,1.6853670450654443",10.23554801940918,0.0,AGV2,2.229007232946606,200
"-585.0261138081372,-70.90697226372134,1.6820378064437045",9.798526763916016,0.0,AGV2,2.297749006558369,200
"-585.2732985821399,-68.64122364487086,1.6766306987361728",9.131193161010742,0.0,AGV2,2.2493648579647285,200
"-585.5020547006224,-66.42836676461198,1.6710325372903303",9.775638580322266,0.0,AGV2,2.211578382880994,200
"-585.718016921531,-64.22452184036071,1.6660625881307427",9.91058349609375,0.0,AGV2,2.219001577950426,200
"-585.9245672259655,-62.01307195273729,1.6619295622272667",9.836196899414062,0.0,AGV2,2.221832120260298,200
"-586.1229432186639,-59.80007236908482,1.6585993578299891",9.564876556396484,0.0,AGV2,2.221885837810247,200
"-586.3148612384435,-57.58641408127411,1.6561029225305188",9.920120239257812,0.0,AGV2,2.2219091729286777,200
"-586.502212318347,-55.37244719029583,1.6544838193818598",9.879350662231445,0.0,AGV2,2.221937906531751,200
"-586.6868947016217,-53.15820604762715,1.6536257376779582",9.944677352905273,0.0,AGV2,2.2219671784117057,200
"-586.8701567122841,-50.94383882889645,1.6531436844343035",9.594917297363281,0.0,AGV2,2.2219941247745782,200
