station,node,x,y,z,qx,qy,qz,qw
H04N,HH04N01,-384.3731753690755,168.60064835151607,1.832560312927352,0.0,0.0,0.03979791925721427,0.9992077489805592
H05N,HH05N01,-352.53753023665433,116.77738243446012,1.2570954700720622,0.0,0.0,-0.6774919569405046,0.735530181760698
H05N,HH05N03,-350.5979381157434,94.34887399283237,1.8122152303440784,0.0,0.0,-0.6769384705604454,0.7360396097189912
H05N,HH05N03,-350.5052012457709,92.78912657056722,1.8119684502286704,0.0,0.0,-0.6975718505093397,0.716514838211307
D15S,HD15S01,-404.24517897166356,78.74083862655708,1.8488042100114173,0.0,0.0,-0.9991625302531996,0.04091745517531721
D15S,HD15S01,-406.10415496711374,78.5888068081221,1.8480120216730678,0.0,0.0,-0.999171771416069,0.04069116863982395
D15S,HD15S04,-429.07893364286696,78.1063014184507,1.7193298501677017,0.0,0.0,-0.9992029170611123,0.039919049795352345
D15S,HD15S04,-430.429175319093,77.9965004129488,1.7118849543898529,0.0,0.0,-0.9991609770074887,0.040955366259386165
D15S,HD15S07,-461.88865845686996,75.32347652727914,1.554934037308571,0.0,0.0,-0.9991381748864905,0.04150792074403019
D15S,HD15S07,-464.1031301798367,75.13964096584702,1.5446933110051402,0.0,0.0,-0.9991450265635683,0.04134266432254299
D1501N,HD1501N01,-486.2456800861844,73.384236360692,1.480340724965739,0.0,0.0,-0.9993118807747828,0.037091305482096305
D1501N,HD1501N04,-507.8917123290414,71.83930679939597,1.4701782936644294,0.0,0.0,-0.9999953051749332,0.003064250004839578
D1501N,HD1501N04,-508.7494748359222,71.86918510991873,1.482585894445878,0.0,-0.0,-0.9990933708149583,-0.04257271888902772
D1501N,HD1501N04,-503.44124577630623,77.11658315629482,1.4613724694442332,0.0,-0.0,-0.029211541719444078,-0.9995732518581983
