station,node,x,y,z,qx,qy,qz,qw
H01S,H01S02,-541.1310114659128,138.03556221241396,2.3318136254334507,0.0,0.0,-0.9989767262508462,0.04522720872596449
H01S,H01S02,-541.6084706656966,137.99249640322438,2.3303055147104783,0.0,0.0,-0.9990012362333675,0.0446825469753406
H01S,H01S02,-542.1099867428219,137.94783584317233,2.3286706312977152,0.0,0.0,-0.9990262965556458,0.04411868980727828
H01S,H01S02,-542.636351644035,137.90152658101036,2.328013266145235,0.0,0.0,-0.9990481996746122,0.0436198891208591
H01S,H01S02,-543.1871806869389,137.8535983667068,2.3272896585398595,0.0,0.0,-0.9990685543205351,0.04315117342409016
H01S,H01S02,-543.7610078274676,137.80419566902185,2.3266736494704543,0.0,0.0,-0.9990872210850398,0.04271679604760591
H01S,H01S02,-544.3558550424108,137.75345959300287,2.326180545745531,0.0,0.0,-0.9991024157481709,0.04235992028048347
H01S,H01S03,-565.4768436418941,135.9857593984966,2.333960811182,0.0,0.0,-0.9991313902517674,0.041670913279772
H01S,H01S03,-566.1381913479275,135.9303798358949,2.3342044379995746,0.0,0.0,-0.9991233661330532,0.04186286238370359
H01S,H01S03,-566.7915137856605,135.87537328344663,2.3343849776502656,0.0,0.0,-0.9991127992013553,0.042114302464036
H01S,H01S03,-567.435600973779,135.82080704044967,2.3346820251095424,0.0,0.0,-0.9991015570593127,0.0423801684949106
H01S,H01S03,-568.0703052292165,135.7667087366458,2.3349156465040886,0.0,0.0,-0.9990920278859425,0.042604222968562214
H01S,H01S03,-568.6955463219242,135.71321879684234,2.335145755131857,0.0,0.0,-0.9990882995213743,0.04269156543731454
H01S,H01S03,-569.3115443032906,135.6604715575376,2.335372433242475,0.0,0.0,-0.9990883785487078,0.042689715961972206
H01S,H01S04,-588.2304547774155,140.33967253852077,2.655196724753307,0.0,-0.0,-0.8092598064959129,-0.5874509048339254
H01S,H01S04,-588.3520607924437,140.7380763001803,2.698893623851747,0.0,-0.0,-0.7982286221274261,-0.6023546022207773
H01S,H01S04,-588.4592113918892,141.14070303899626,2.742059124930467,0.0,-0.0,-0.7874438596910005,-0.6163863786902984
H01S,H01S04,-588.5523167800408,141.54677960538956,2.785294266439136,0.0,-0.0,-0.7768679910164307,-0.6296635010337625
H01S,H01S04,-588.6319408772795,141.95565044960642,2.703320702225284,0.0,-0.0,-0.7666347513078966,-0.6420834510303778
H01S,H01S04,-588.6986271489193,142.3669008629208,2.5945991202844865,0.0,-0.0,-0.7565439595273757,-0.6539428394765405
H01S,H01S04,-588.7525169749742,142.77997892638325,2.4858811307872863,0.0,-0.0,-0.746306521850097,-0.6656024154433415
H04N,HH04N01,-386.7731924892165,168.41461514136137,1.8335759878775189,0.0,-0.0,-0.03797117775329002,-0.9992788347903843
H04N,HH04N01,-386.1637952206873,168.46109552163455,1.8333396473299675,0.0,-0.0,-0.038175983381740025,-0.9992710314488442
H04N,HH04N01,-385.5635737272446,168.50724618985663,1.8330641778147183,0.0,-0.0,-0.03857443699317825,-0.9992557294359934
H04N,HH04N01,-384.9728895254978,168.5532715690249,1.8328349054309119,0.0,-0.0,-0.03921855541508383,-0.9992306565108748
H04N,HH04N01,-384.39207240891,168.599431919136,1.8325890335438073,0.0,-0.0,-0.04009320823022877,-0.9991959440739376
H04N,HH04N01,-383.82108741211846,168.64587904636795,1.832346508292414,0.0,-0.0,-0.04107565782762866,-0.999156039031956
H04N,HH04N01,-383.2599471332159,168.69270351554104,1.8321085211467658,0.0,-0.0,-0.04216507328245752,-0.9991106578327973
H04N,HH04N02,-364.569026610826,162.82874935515244,1.7186876940454616,-0.0,0.0,0.4050092191112719,-0.9143126010478461
H04N,HH04N02,-364.2922159661128,162.51755521777048,1.7186490871904956,-0.0,0.0,0.4139605746641116,-0.9102948108298533
H04N,HH04N02,-364.0215425574893,162.20105989098445,1.7186102605079776,-0.0,0.0,0.422721362612033,-0.9062597031709101
H04N,HH04N02,-363.7569799204637,161.87946215537715,1.718584061243403,-0.0,0.0,0.4312972067935922,-0.9022099087308039
H04N,HH04N02,-363.4984659167787,161.55286447280912,1.7185325995617924,-0.0,0.0,0.4396987873451017,-0.8981452980488441
H04N,HH04N02,-363.245978980608,161.2216479616064,1.718331225584009,-0.0,0.0,0.4476058486458801,-0.8942309568886561
H04N,HH04N02,-362.99913708353006,160.88623209288897,1.7181514158366735,-0.0,0.0,0.45480523547826157,-0.8905909261729332
D17S,HD17S04,-354.8087858013168,142.75839762677637,0.04991706637244626,-0.0,0.0,0.672322534540529,-0.7402583397362026
D17S,HD17S05,-354.7468267582987,142.09474863933914,0.05303579818587797,-0.0,0.0,0.6743722750834396,-0.7383915185040967
