coordinate,latency,score,vehicle_name,velocity,status_code
"-491.25926962063437,78.16035727612035,0.05923673459231132",24.96814727783203,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.179405212402344,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.037050247192383,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.22110939025879,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.03490447998047,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.219221115112305,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",4.945278167724609,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.13289451599121,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.061368942260742,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.307674407958984,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",24.985551834106445,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.162954330444336,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",15.194892883300781,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.292415618896484,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",15.076398849487305,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.172948837280273,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.102615356445312,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.1617431640625,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",4.828929901123047,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.28214454650879,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.206108093261719,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.225400924682617,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.156040191650391,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.247573852539062,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.184154510498047,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.295038223266602,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.38323402404785,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",28.702497482299805,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.3140926361084,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",11.887788772583008,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.48956871032715,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.4056453704834,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.396108627319336,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.1898956298828125,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",5.424976348876953,0.0,AGV2,0.0,200
"-491.25926962063437,78.16035727612035,0.05923673459231132",25.340557098388672,0.0,AGV2,0.0,200
