station,node,x,y,z,qx,qy,qz,qw
H02S,H02S01,-518.7799139322062,137.4393827389378,2.8399972511943177,0.0,0.0,-0.9989798296213815,0.045158609474113584
H02S,H02S01,-519.2774398017153,137.39404604931346,2.8463348176131738,0.0,0.0,-0.99895486905348,0.04570743478193349
H02S,H02S01,-519.7748850886724,137.3481200664431,2.8526702799291606,0.0,0.0,-0.998926469371812,0.04632395480058167
H02S,H02S01,-520.2722664911793,137.30157435795664,2.8590159317015065,0.0,0.0,-0.9988969689834719,0.0469557808542554
H01S,H01S02,-541.5318466003295,137.99182107984961,2.33054583665733,0.0,0.0,-0.9990730848294683,0.04304615162044207
H01S,H01S02,-542.0304703499231,137.9489475490479,2.32897685607648,0.0,0.0,-0.9990880385687484,0.04269767193713359
H01S,H01S02,-542.5544808391476,137.90425872505875,2.3281202142255757,0.0,0.0,-0.9991021462623378,0.04236627590419112
H01S,H01S02,-543.1034760928312,137.85776979360966,2.327398958522821,0.0,0.0,-0.9991135014846495,0.042097638307668356
H01S,H01S02,-543.6760226364587,137.80957078558993,2.326756964929058,0.0,0.0,-0.9991229778089583,0.041872129324405184
H01S,H01S02,-544.2699400403529,137.75980513665206,2.3261921316715775,0.0,0.0,-0.9991294934509727,0.04171636748810561
H01S,H01S02,-544.8826968692073,137.70860014624225,2.3263709604171883,0.0,0.0,-0.9991326035727878,0.04164181165442473
H01S,H01S03,-565.3919557085463,135.9928355616486,2.3339295241694216,0.0,0.0,-0.999132649568686,0.041640708037415305
H01S,H01S03,-566.0542815176024,135.93743583173824,2.3341735687854857,0.0,0.0,-0.9991260105989505,0.041799700293493544
H01S,H01S03,-566.709943659081,135.8823320435598,2.3344150130217387,0.0,0.0,-0.9991163434287806,0.04203013553990697
H01S,H01S03,-567.3565063688043,135.82767311348886,2.3346529286693776,0.0,0.0,-0.9991057240280876,0.04228181895697957
H01S,H01S03,-567.9937247000149,135.77349178530775,2.334887474150687,0.0,0.0,-0.9990960466827215,0.04250987535805446
H01S,H01S03,-568.6214483853645,135.71988138744476,2.335118540499641,0.0,0.0,-0.9990906467390216,0.04263659928516187
H01S,H01S03,-569.2399300674743,135.6670071911094,2.335346098201705,0.0,0.0,-0.9990923865877832,0.04259581038467818
H01S,H01S04,-588.2146374245857,140.29519868808515,2.650310111795838,0.0,-0.0,-0.8106961537093343,-0.5854671180868242
H01S,H01S04,-588.3381096899287,140.6930219317472,2.693978734511894,0.0,-0.0,-0.7996201649265358,-0.6005061130770109
H01S,H01S04,-588.4471757170975,141.09509015172353,2.7371768893306303,0.0,-0.0,-0.78897338923841,-0.6144273684282434
H01S,H01S04,-588.5423145218745,141.50067847876386,2.779710516731905,0.0,-0.0,-0.7784273284609695,-0.6277347324349019
H01S,H01S04,-588.6238982942435,141.90921012567853,2.7155471540412366,0.0,-0.0,-0.768109379691991,-0.640318655693542
H01S,H01S04,-588.6924594085597,142.3201397010673,2.606880248538663,0.0,-0.0,-0.7580464796586299,-0.6522005325643014
H01S,H01S04,-588.7482863990317,142.73297881934548,2.4981649036810936,0.0,-0.0,-0.7478867041460624,-0.66382639128129
H04N,HH04N01,-387.5034093567901,168.35909175993154,1.833907176821863,0.0,-0.0,-0.03805721145212577,-0.9992755619229804
H04N,HH04N01,-386.884653427892,168.40620738194158,1.8336448605262543,0.0,-0.0,-0.03795208430562689,-0.9992795601316273
H04N,HH04N01,-386.27463391171017,168.45264708380427,1.833386550536044,0.0,-0.0,-0.03805377670917288,-0.9992756927285725
H04N,HH04N01,-385.673752286784,168.4986765097431,1.8331320063805578,0.0,-0.0,-0.038424345467538014,-0.9992615121555475
H04N,HH04N01,-385.08221167330436,168.54455328999273,1.8328811703650132,0.0,-0.0,-0.038982870573707355,-0.9992398790089563
H04N,HH04N01,-384.5003157213688,168.59044891615594,1.832634862895,0.0,-0.0,-0.03975065309465034,-0.9992096304472594
H04N,HH04N01,-383.9282454372826,168.6365775670589,1.832392175599656,0.0,-0.0,-0.040705929807055605,-0.9991711701598196
H04N,HH04N02,-364.6244946202852,162.89084938854512,1.718698882779597,-0.0,0.0,0.4032454235102114,-0.9150918688405391
H04N,HH04N02,-364.34650165573515,162.5807449056413,1.7186567987386998,-0.0,0.0,0.4122111083757113,-0.911088361319399
H04N,HH04N02,-364.0745852228119,162.26524601687595,1.718618083695339,-0.0,0.0,0.42099265619919796,-0.9070640459341026
H04N,HH04N02,-363.80878999164383,161.94464461496287,1.7185789136502312,-0.0,0.0,0.4295848130138367,-0.9030265159051903
H04N,HH04N02,-363.5490581783954,161.61903073418387,1.7185403154989307,-0.0,0.0,0.4380397015493815,-0.8989556273067814
H04N,HH04N02,-363.2954001542327,161.2887145351679,1.7183934707949415,-0.0,0.0,0.4460965781037952,-0.8949848283653107
H04N,HH04N02,-363.04748196492307,160.95408126529824,1.7181087002565103,-0.0,0.0,0.4534540759413345,-0.8912796424311454
D17S,HD17S04,-354.8321161742006,142.9260791749686,0.04912487039505807,-0.0,0.0,0.6715611970225283,-0.7409490931593539
D17S,HD17S05,-354.7681813264005,142.26265064893119,0.052244798573046786,-0.0,0.0,0.6729463457272932,-0.7396912976183256
D17S,HD17S05,-354.70604963992696,141.59900844540053,0.054908391056103074,-0.0,0.0,0.6736693955823024,-0.7390328446393809
D17S,HD17S05,-354.64488040154015,140.9352958493887,0.05642227647121794,-0.0,0.0,0.6740397504918126,-0.7386950756279177
D17S,HD17S05,-354.58413735744284,140.27153987600147,0.05793690983218291,-0.0,0.0,0.6741601984256721,-0.7385851520702663
D17S,HD17S05,-354.52345286563434,139.60771511690115,0.05944988186204987,-0.0,0.0,0.6741276959688542,-0.7386148181073299
D17S,HD17S05,-354.46266183978594,138.94402929943885,0.06096306275723885,-0.0,0.0,0.6740454598448509,-0.7386898659535972
P0501N,HP0501N01,-352.8853245754484,121.0157556781838,0.8541054426742076,-0.0,0.0,0.6775864316423794,-0.7354431505250063
H05N,HH05N01,-352.8308571787637,120.35136933870457,0.9164702392190863,-0.0,0.0,0.6776154972182283,-0.7354163704526118
H05N,HH05N01,-352.7764171777802,119.68701560282005,0.9788239364374336,-0.0,0.0,0.6776127038836963,-0.7354189442320793
H05N,HH05N01,-352.721938736535,119.0226164329547,1.041182857652839,-0.0,0.0,0.6775782466683433,-0.7354506915095352
H05N,HH05N01,-352.66737453370604,118.35823393637129,1.1035405504877671,-0.0,0.0,0.6775178810454348,-0.7355063023956383
H05N,HH05N01,-352.6126835028451,117.6938830857912,1.1658897783857685,-0.0,0.0,0.6774359230790286,-0.735581790232782
H05N,HH05N01,-352.5578191434365,117.02951660180427,1.2282501209861074,-0.0,0.0,0.6773280719454551,-0.7356811013983249
H05N,HH05N04,-350.8887370570501,97.43451945171115,1.8126837508667775,-0.0,0.0,0.6731017345286124,-0.7395499002599982
H05N,HH05N04,-350.8376770733006,96.90273603364719,1.8125997499649251,-0.0,0.0,0.6719150328943921,-0.7406282391122606
H05N,HH05N04,-350.78618068379205,96.38077483826002,1.8125172568759722,-0.0,0.0,0.6711090315651016,-0.7413586633686501
H05N,HH05N04,-350.7347268239405,95.86851207240416,1.812436263751679,-0.0,0.0,0.6706832068091182,-0.7417439154480727
H05N,HH05N04,-350.6842483606388,95.36564060557264,1.8123760442768233,-0.0,0.0,0.6712702604992883,-0.7412126802539319
H05N,HH05N04,-350.6364648094608,94.872627461981,1.8122787774353093,-0.0,0.0,0.6732341816916647,-0.7394293317159893
H05N,HH05N04,-350.5930388793847,94.38872488735144,1.812202420127128,-0.0,0.0,0.6765241053020111,-0.7364204878636345
H05N,HH05N03,-364.77112290500287,83.25446139764264,1.7270663219022464,-0.0,0.0,0.9908679469787728,-0.13483586930068692
