coordinate,latency,score,vehicle_name,velocity,status_code
"-486.9322074948705,78.47930005708012,0.08391445833243033",8.902788162231445,0.0,AGV2,1.770169668482859,200
"-485.0433202406465,78.63835468949802,0.08365987566760551",8.978128433227539,0.0,AGV2,2.0116340793411642,200
"-482.953012955014,78.81210131802732,0.08222498037463714",9.239435195922852,0.0,AGV2,2.165204501645856,200
"-480.7625375766327,78.99140068899024,0.08122240937097351",9.267091751098633,0.0,AGV2,2.215918998933504,200
"-478.5521141359835,79.17067577377681,0.08068355451401968",19.338369369506836,0.0,AGV2,2.2178362371184845,200
"-476.34145903879266,79.34899395170036,0.08029802128353986",9.06682014465332,0.0,AGV2,2.217764501299374,200
"-474.1307026277128,79.52644756719786,0.0798883662570025",19.25039291381836,0.0,AGV2,2.218082087350258,200
"-471.9194875584704,79.70305486251218,0.07952674694406575",9.274959564208984,0.0,AGV2,2.2184961217280263,200
"-469.7077813689028,79.8790413826846,0.07931108012007697",9.377241134643555,0.0,AGV2,2.2188899463248886,200
"-467.4956191398618,80.05476155510158,0.07925813215728765",9.233236312866211,0.0,AGV2,2.219243627414128,200
"-465.28326469497637,80.23056290349487,0.07935807940977796",9.272575378417969,0.0,AGV2,2.219559271831852,200
"-452.0048656972849,81.30409058525692,0.08197099097926368",59.12280082702637,0.0,AGV2,2.220861622469282,200
"-449.79137431637355,81.48615910987874,0.08213662997757304",9.184837341308594,0.0,AGV2,2.2210056735048296,200
"-447.57779218571415,81.66839767363578,0.08212324942210407",9.281635284423828,0.0,AGV2,2.221134487837786,200
"-445.36413755383256,81.8504589315556,0.08198031221000206",9.292125701904297,0.0,AGV2,2.221249638920575,200
"-443.1502624413898,82.03212334864328,0.0817558068299538",19.17552947998047,0.0,AGV2,2.2213526312121084,200
"-440.93617997671447,82.21320898924782,0.08143649254382673",9.18889045715332,0.0,AGV2,2.2214447048713537,200
"-438.72211802237433,82.39351576197694,0.08109333496943144",9.423255920410156,0.0,AGV2,2.2215270276398034,200
"-436.50780777617916,82.57321902139712,0.08087079474739105",9.439945220947266,0.0,AGV2,2.221600646988465,200
"-434.2935070941439,82.75210185067075,0.08012538542749374",19.315481185913086,0.0,AGV2,2.2216664605824152,200
"-432.07856948557946,82.92732661613867,0.07715283115366893",29.336929321289062,0.0,AGV2,2.22172530519133,200
"-429.86292565136773,83.09135839881878,0.06982616091700904",19.385337829589844,0.0,AGV2,2.2217779317213755,200
"-427.6458727711639,83.23343626958665,0.057130455876328194",9.456396102905273,0.0,AGV2,2.221824978413009,200
"-425.42649350592,83.34134844372748,0.040021488674682845",9.252548217773438,0.0,AGV2,2.22186704402159,200
"-423.2057555697008,83.41482006777345,0.026766650595134105",29.300689697265625,0.0,AGV2,2.22190465515127,200
"-420.9843884990346,83.4625774260429,0.016843422574130563",9.284734725952148,0.0,AGV2,2.2219382913210124,200
"-418.76271293651183,83.49266999184424,0.010958033649834099",9.49859619140625,0.0,AGV2,2.2219683643420014,200
"-416.54082351680006,83.51444358264568,0.00935731696279212",19.496917724609375,0.0,AGV2,2.221995251306042,200
"-414.31886733420464,83.5374150599037,0.012035570953245192",19.300222396850586,0.0,AGV2,2.2220192924539774,200
"-412.09716445670574,83.57115131401382,0.019067108927933552",9.382486343383789,0.0,AGV2,2.2220407818255565,200
"-409.8757910405444,83.62534329197688,0.030380387268851332",32.23681449890137,0.0,AGV2,2.2220600026487682,200
"-407.65528768026496,83.70878076878334,0.04512011972927304",19.179821014404297,0.0,AGV2,2.2220771922583684,200
"-405.4362091433518,83.82463766379107,0.05870277948924012",9.325742721557617,0.0,AGV2,2.22209255856624,200
"-403.2186572634787,83.9670831276273,0.06895124370549381",19.425630569458008,0.0,AGV2,2.2221063003293775,200
"-401.00246580172677,84.12789153577923,0.07532057841643662",9.437799453735352,0.0,AGV2,2.222118580873334,200
"-398.7869346890789,84.29917499114599,0.07859651848512476",9.21320915222168,0.0,AGV2,2.2221295643925734,200
"-396.57174220120226,84.47543834781024,0.07997595361522207",9.062767028808594,0.0,AGV2,2.2221393898760984,200
"-394.35676949518944,84.65347373640759,0.08031849270151752",9.476661682128906,0.0,AGV2,2.2221481695626624,200
"-381.06749891090715,85.73233029291924,0.08491581832209733",9.456396102905273,0.0,AGV2,2.222184436206778,200
"-378.85371383190034,85.92551648554647,0.08943799885035247",19.728899002075195,0.0,AGV2,2.2221884469522024,200
"-376.64099108813,86.12998999511935,0.09490783866801827",19.884824752807617,0.0,AGV2,2.2221920331487333,200
"-374.4295081359525,86.34629121754371,0.0999696635107115",9.578466415405273,0.0,AGV2,2.222195236731136,200
"-372.21868147316513,86.57311898704285,0.10430912504467087",8.545637130737305,0.0,AGV2,2.2221981087338114,200
