coordinate,latency,score,vehicle_name,velocity,status_code
"-438.89237981335924,77.1935381973039,-3.0588363988981064",24.141550064086914,0.0,AGV2,2.2222049132304584,200
"-441.1069258519103,77.01029381708322,-3.0591306103273843",4.318475723266602,0.0,AGV2,2.222206756884941,200
"-443.3216256384017,76.8272935534625,-3.0591559801548285",3.9026737213134766,0.0,AGV2,2.2222084051820397,200
"-445.53638021208263,76.64432071649533,-3.0591837255559926",24.16205406188965,0.0,AGV2,2.2222098789051463,200
"-447.75107945064883,76.46149679117732,-3.0592856663868075",4.229545593261719,0.0,AGV2,2.2222111966912026,200
"-449.9656680048789,76.27893696002211,-3.059393642910434",4.231452941894531,0.0,AGV2,2.2222123746090996,200
"-452.1804105807651,76.09654378122517,-3.05944413774743",33.97369384765625,0.0,AGV2,2.222213428263869,200
"-454.395197896743,75.91424881448975,-3.0595067489208243",3.9517879486083984,0.0,AGV2,2.2222143711216744,200
"-456.60989922304634,75.7322264578336,-3.059696497579688",4.305839538574219,0.0,AGV2,2.2222152128759247,200
"-458.8246671900105,75.5507140745985,-3.0599345399667057",14.280319213867188,0.0,AGV2,2.222215966165725,200
"-461.0394603055498,75.36965869768316,-3.0601088353070103",23.966312408447266,0.0,AGV2,2.2222166404988757,200
"-463.2543997299339,75.18899405405978,-3.0603564085795827",24.192333221435547,0.0,AGV2,2.222217242861533,200
"-465.46933230633664,75.00926486218313,-3.0609440039241114",24.25980567932129,0.0,AGV2,2.2222177789292177,200
"-467.68431302944276,74.83117227456196,-3.0617986128815047",24.34563636779785,0.0,AGV2,2.222218261009938,200
"-469.89957960055574,74.65506997814707,-3.06274150924578",33.97536277770996,0.0,AGV2,2.2222186927868144,200
"-472.1150934429085,74.48111003718567,-3.06372350223029",4.080533981323242,0.0,AGV2,2.2222190763658465,200
"-474.3306626571993,74.3093105557454,-3.0646864632340303",14.542341232299805,0.0,AGV2,2.222219422083954,200
"-476.54625335740644,74.13964832464004,-3.0656424995361156",4.392147064208984,0.0,AGV2,2.2222197304035265,200
"-478.7621864478932,73.97208382352699,-3.066588568889038",4.05120849609375,0.0,AGV2,2.2222200044148885,200
"-480.97831457564376,73.80656577761457,-3.067484568076597",5.77092170715332,0.0,AGV2,2.222220250470044,200
"-483.1944530781914,73.64293129081373,-3.0682706716927632",4.261970520019531,0.0,AGV2,2.22222047078657,200
"-485.41071364832044,73.4808670661994,-3.0688953545396944",14.254093170166016,0.0,AGV2,2.222220666040246,200
"-487.62707646632464,73.31999116687211,-3.0693445983688483",24.109363555908203,0.0,AGV2,2.2222208434417055,200
"-489.8436502953792,73.15991250243455,-3.069622955372988",4.2400360107421875,0.0,AGV2,2.2222209996691404,200
"-492.06014030609396,73.00023525528137,-3.069687103577626",4.2095184326171875,0.0,AGV2,2.2222211417070894,200
"-494.2764504196397,72.84034347396876,-3.069388582752205",2.470254898071289,0.0,AGV2,2.222221265238186,200
"-496.49288858720746,72.67923460306427,-3.0685829435133978",13.689041137695312,0.0,AGV2,2.2222213759422687,200
"-498.70917496142846,72.51571177535749,-3.067204185663062",14.21976089477539,0.0,AGV2,2.222221477826533,200
"-500.92507959593604,72.34844235866319,-3.06517775766477",4.187822341918945,0.0,AGV2,2.2222215691864062,200
"-514.2109908624245,71.2293852106186,-3.0528517138532005",74.0654468536377,0.0,AGV2,2.222221941348239,200
"-516.424691620958,71.03256952095491,-3.053036584840551",4.408359527587891,0.0,AGV2,2.222221981609873,200
"-518.638259651151,70.83644222153934,-3.0534235815019435",14.429330825805664,0.0,AGV2,2.2222220188601662,200
"-520.8517533774411,70.64125686238367,-3.053860706814459",14.432907104492188,0.0,AGV2,2.2222220504678414,200
"-523.065535889418,70.44704445025593,-3.0543163258683896",24.175643920898438,0.0,AGV2,2.2222220813701945,200
"-525.2794495227248,70.25383444483565,-3.0547652128780345",14.445781707763672,0.0,AGV2,2.2222221055717366,200
"-527.4933303354861,70.06160317501903,-3.055196462298061",4.846334457397461,0.0,AGV2,2.2222221315439796,200
"-529.70721317257,69.87041212216812,-3.0557161283355874",14.51420783996582,0.0,AGV2,2.222222151064624,200
"-531.9213391783211,69.68047231934163,-3.0563266961561317",4.203557968139648,0.0,AGV2,2.2222221699626368,200
"-534.1355983682158,69.49184602627862,-3.0568705493979897",14.364480972290039,0.0,AGV2,2.2222221885264335,200
"-536.3498630748896,69.30415929810925,-3.0571309970907143",4.429101943969727,0.0,AGV2,2.2222222005657035,200
"-538.5641358727867,69.11685952728561,-3.0573117913353474",4.184484481811523,0.0,AGV2,2.222222214841972,200
"-540.7783386164615,68.93030322782667,-3.0578435585910824",4.266977310180664,0.0,AGV2,2.2222222275400503,200
"-542.9930669816124,68.7454384801336,-3.0588512236950787",24.46150779724121,0.0,AGV2,2.2222222394794366,200
"-545.2078073856192,68.5629689942162,-3.0598333717161625",4.895925521850586,0.0,AGV2,2.2222222471545843,200
"-547.4225337476083,68.38206027795313,-3.0602556918668014",4.5566558837890625,0.0,AGV2,2.222222256996648,200
"-549.6374534348943,68.20153493793201,-3.060246142580192",4.216194152832031,0.0,AGV2,2.2222222640945324,200
"-551.8524263598381,68.02081648729931,-3.0601135371613455",24.404525756835938,0.0,AGV2,2.2222222711625643,200
"-554.0672539153776,67.83980481427747,-3.0599877648189078",24.62172508239746,0.0,AGV2,2.2222222766354687,200
"-556.2819787755088,67.65860310850745,-3.059949437986073",24.65367317199707,0.0,AGV2,2.2222222830172,200
"-558.4968096481391,67.47745315924269,-3.0600343266681675",34.381866455078125,0.0,AGV2,2.222222286366824,200
"-560.7117485089655,67.29648820699497,-3.060072990341815",54.215431213378906,0.0,AGV2,2.222210382289895,200
"-562.9232190646794,67.11555378437791,-3.059802808491692",4.883766174316406,0.0,AGV2,2.2099628081087648,200
