station,node,x,y,z,qx,qy,qz,qw
H01S,H01S02,-541.1894073961948,138.02066837846579,2.331626942645077,0.0,0.0,-0.9990613971051902,0.043316565124966795
H01S,H01S02,-541.671184383936,137.97900059834524,2.3301055195225904,0.0,0.0,-0.9990782908390462,0.04292515316373531
H01S,H01S02,-542.17808188857,137.93557280764554,2.3285635764696555,0.0,0.0,-0.999095476965934,0.0425232631181192
H01S,H01S02,-542.7105178817837,137.89035448843816,2.3279151090567756,0.0,0.0,-0.9991095290185866,0.04219181228932907
H01S,H01S02,-543.2675061650692,137.84338370298724,2.327183297981688,0.0,0.0,-0.9991207842420143,0.041924437928518944
H01S,H01S02,-543.8474280237145,137.7947589534544,2.326591722207258,0.0,0.0,-0.9991294941746492,0.04171635015565847
H01S,H01S02,-544.4478356797507,137.7446168598458,2.3262291934805113,0.0,0.0,-0.9991345315584019,0.04159552677359483
H01S,H01S03,-565.5881738418545,135.97647584142618,2.3340017899315177,0.0,0.0,-0.9991309817284411,0.04168070717204252
H01S,H01S03,-566.2492208911267,135.9211032411406,2.334245350860454,0.0,0.0,-0.9991226769594589,0.04187930736491132
H01S,H01S03,-566.9022709069723,135.86609647083625,2.3344257931693715,0.0,0.0,-0.9991120470136289,0.042132143456466965
H01S,H01S03,-567.546100214437,135.81153457798968,2.3347227271458464,0.0,0.0,-0.9991013314221686,0.0423854874980808
H01S,H01S03,-568.1805667203183,135.7574584640305,2.3349562819680325,0.0,0.0,-0.999092210559071,0.0425999389693086
H01S,H01S03,-568.8055804418095,135.7040005262637,2.335186269309863,0.0,0.0,-0.999089212100553,0.04267020347146364
H01S,H01S03,-569.4213220582067,135.65132980410195,2.335412850501473,0.0,0.0,-0.9990912709223034,0.04262197047130235
H01S,H01S04,-588.251864933218,140.4115053382015,2.6629670460439625,0.0,-0.0,-0.8074373094534739,-0.5899533806179392
H01S,H01S04,-588.3710804611193,140.8106328634772,2.7066606061103,0.0,-0.0,-0.7964650495353245,-0.6046845664217775
H01S,H01S04,-588.4759528604196,141.21387198733933,2.7498337243725377,0.0,-0.0,-0.7857666135187218,-0.6185231031087841
H01S,H01S04,-588.5669308847655,141.6203787231608,2.78372749105943,0.0,-0.0,-0.7752746364726594,-0.6316242855069664
H01S,H01S04,-588.6445156597621,142.0297361922464,2.6837791066616177,0.0,-0.0,-0.765022635556122,-0.6440033905863888
H01S,H01S04,-588.7091398508804,142.44128587198472,2.5750273262569108,0.0,-0.0,-0.7549013312134072,-0.6558383795816052
H01S,H01S04,-588.7609199577273,142.85461384955244,2.4662752989875116,0.0,-0.0,-0.7445750054637279,-0.6675388087884401
H04N,HH04N01,-386.67215927928925,168.4223639259572,1.833555051775001,0.0,-0.0,-0.03799356946820394,-0.9992779836857534
H04N,HH04N01,-386.06421036251686,168.46878367549374,1.8332974743241839,0.0,-0.0,-0.03823587030711252,-0.9992687417416086
H04N,HH04N01,-385.46554746320305,168.5149072262125,1.8330438616280598,0.0,-0.0,-0.03866779319471356,-0.9992521212233931
H04N,HH04N01,-384.8766114216576,168.56092655950738,1.8327943415201313,0.0,-0.0,-0.039347203988698023,-0.99922559892062
H04N,HH04N01,-384.297603212619,168.6071170851211,1.8325487008412105,0.0,-0.0,-0.04026067689995357,-0.9991892102577757
H04N,HH04N01,-383.72853510558207,168.65362055684963,1.8323073889805332,0.0,-0.0,-0.041278146306761104,-0.9991476941060704
H04N,HH04N01,-383.1692276138436,168.70054039295758,1.832069976868155,0.0,-0.0,-0.042408403248639905,-0.999100358989977
H04N,HH04N02,-364.5076404187061,162.79567062336514,1.7186815741098482,-0.0,0.0,0.39859224252959985,-0.9171282484992078
H04N,HH04N02,-364.2264535054055,162.48838977639343,1.718642993162921,-0.0,0.0,0.40755649049703446,-0.9131799970727242
H04N,HH04N02,-363.95128877312567,162.17567458739066,1.7186040446579391,-0.0,0.0,0.4162260961028488,-0.9092611489132163
H04N,HH04N02,-363.68199835076257,161.85795155737364,1.7185781517204277,-0.0,0.0,0.4245767928112346,-0.9053919300535685
H04N,HH04N02,-363.4188424078883,161.53503620132187,1.7185266446526648,-0.0,0.0,0.4338397318053172,-0.9009900593830602
H04N,HH04N02,-363.162771052122,161.20649316511205,1.7182852433530447,-0.0,0.0,0.4440343764837887,-0.8960097502263316
H04N,HH04N02,-362.91431741409036,160.87213610501126,1.717998807482497,-0.0,0.0,0.45428386039079827,-0.8908569886286091
D17S,HD17S04,-354.7917536064426,142.69743065779267,0.05020788097327655,-0.0,0.0,0.6729339532960457,-0.7397025716471152
