station,node,x,y,z,qx,qy,qz,qw
H02S,H02S01,-522.5234913695272,137.12015749590617,2.8874433792587677,0.0,0.0,-0.9982717115001601,0.05876725294363405
H02S,H02S01,-522.8572742553,137.08067417230782,2.8917479638439727,0.0,0.0,-0.998281615816036,0.05859876725430562
H02S,H02S01,-523.2266938939603,137.03786373495015,2.8965020630602427,0.0,0.0,-0.9984094015775876,0.05637966691532803
H02S,H02S01,-523.6276812339687,136.9941102483159,2.9015914247476253,0.0,0.0,-0.998650859116979,0.05192746464944763
H02S,H02S01,-524.0556344874269,136.9522351732136,2.9071389761808595,0.0,0.0,-0.9989740701602007,0.04528583826719399
H02S,H02S01,-524.5061286964361,136.9151154354941,2.912677503235663,0.0,0.0,-0.9993280006760512,0.03665442762895484
H02S,H02S01,-524.974421253316,136.88545298381823,2.916853206596615,0.0,0.0,-0.9996502818612558,0.026444545273304164
H01S,H01S02,-541.8829124513178,137.47231268728098,2.4952899120453806,0.0,0.0,-0.9991903437085132,0.04023253707713742
H01S,H01S02,-542.3810316449433,137.43163349613056,2.4337239671006157,0.0,0.0,-0.9991530202621034,0.04114902308824453
H01S,H01S02,-542.879099174562,137.39023120035094,2.402236880777741,0.0,0.0,-0.9991289180715403,0.041730145856364705
H01S,H01S02,-543.3770381925474,137.3483290299282,2.3691944201771498,0.0,0.0,-0.9991103480075337,0.04217241401988727
H01S,H01S02,-543.8747370607151,137.30611358849234,2.348683604697944,0.0,0.0,-0.9991016958609458,0.04237689615559723
H01S,H01S02,-544.3710570998294,137.26391472748273,2.333335658552281,0.0,0.0,-0.9991006451399332,0.042401661299637114
H01S,H01S02,-544.8659604352465,137.22184111706878,2.326364318999318,0.0,0.0,-0.9991015843773898,0.04237952447337542
H01S,H01S03,-565.5246660798725,135.48861936393774,2.333921353745707,0.0,0.0,-0.9991301869290781,0.04169975500006655
H01S,H01S03,-566.1724476561941,135.4344868718269,2.3341604713267405,0.0,0.0,-0.9991323847290807,0.04164706214824959
H01S,H01S03,-566.8140224531927,135.3809438615854,2.33447578680347,0.0,0.0,-0.9991346852878199,0.04159183399189258
H01S,H01S03,-567.4489538358233,135.3280265568607,2.3346319019106905,0.0,0.0,-0.9991370836842355,0.04153417878038444
H01S,H01S03,-568.0768539218947,135.2757702925688,2.3348634788525993,0.0,0.0,-0.9991395326028721,0.04147522622137454
H01S,H01S03,-568.6967886741942,135.2242500980851,2.3350923777296737,0.0,0.0,-0.9991420946868992,0.04141345946278125
H01S,H01S03,-569.3083938527284,135.17350414539345,2.3353181511986674,0.0,0.0,-0.9991448772548044,0.04134627257059519
H01S,H01S04,-588.0312264049667,139.76411704357884,2.542853878431477,0.0,-0.0,-0.8237860993438649,-0.5669007519203162
H01S,H01S04,-588.1724069388883,140.15608677079163,2.5994706699443655,0.0,-0.0,-0.8126496445117062,-0.5827525677978584
H01S,H01S04,-588.2987654212343,140.55306017908396,2.6571607979504615,0.0,-0.0,-0.8018623879591653,-0.5975087537236797
H01S,H01S04,-588.4108275844858,140.95436144279202,2.727803353243065,0.0,-0.0,-0.7912375823474926,-0.6115088619806706
H01S,H01S04,-588.5090722349446,141.35927866411114,2.722541702718738,0.0,-0.0,-0.7809261352056276,-0.6246233836103176
H01S,H01S04,-588.5940601066435,141.76707274788689,2.60403804017571,0.0,-0.0,-0.7708779422709583,-0.6369828868345625
H01S,H01S04,-588.6662682937109,142.17744576668377,2.567558456832646,0.0,-0.0,-0.7609830941563933,-0.6487717090072299
H04N,HH04N01,-387.08948246712515,168.39062337270067,1.8337317513685445,0.0,-0.0,-0.03800053378608557,-0.9992777188709716
H04N,HH04N01,-386.47612904640425,168.437367609954,1.8334719843690543,0.0,-0.0,-0.03808229629753211,-0.9992746062563118
H04N,HH04N01,-385.8717578614759,168.48365238164843,1.8332156895952512,0.0,-0.0,-0.03836415563824666,-0.9992638248041227
H04N,HH04N01,-385.27685607212584,168.5296674917845,1.8329638700947717,0.0,-0.0,-0.03885595309817924,-0.9992448223077426
H04N,HH04N01,-384.6915171808414,168.57568344903154,1.832715877704801,0.0,-0.0,-0.039621631945933045,-0.9992147548359867
H04N,HH04N01,-384.1161094157825,168.62191517581857,1.8324718338061305,0.0,-0.0,-0.04054836999188289,-0.9991775766554218
H04N,HH04N01,-383.5502992123389,168.66849985406026,1.8322317746323553,0.0,-0.0,-0.041603487328225455,-0.9991342001163458
H04N,HH04N02,-364.72129142840197,162.9941491215857,1.7189376742119051,-0.0,0.0,0.4001028425443478,-0.916470247955673
H04N,HH04N02,-364.4410989098314,162.68587831342555,1.7186699081607506,-0.0,0.0,0.40908927098455594,-0.9124943662101835
