x,y,yaw,left_x,left_y,right_x,right_y
-66.93804232218284,111.68335123984888,-3.0585459347108284,-58.35073131610662,111.0036630259851,-58.58498085061434,113.7885947648479
-68.9305019836642,111.51750255432306,-3.0577589894382986,-71.6011,109.8891,-71.8353,112.6741
-70.92341682314974,111.35003669571451,-3.0544263136246754,-79.5519,109.1967,-79.8012,111.9296
-72.91785154553472,111.17574748212597,-3.0510593164384843,-81.0727,108.8763,-81.9277,111.7546
-74.91015147526673,110.99488351311031,-3.0496433581509876,-82.353,108.4738,-83.1718,111.4967
-76.8943011086668,110.81192644736612,-3.051425345794337,-83.2849,107.9772,-84.2697,111.1158
-78.88445385925152,110.63199183584067,-3.036173021943629,-84.1718,107.425,-85.2893,110.5591
-80.89231911677189,110.41953580717562,-2.9070972447840107,-84.4393,107.192,-86.1618,109.9302
-82.8292870058189,109.95681306028231,-2.649227834639125,-85.3142,106.4998,-86.5317,109.6128
-84.58414031063033,109.01545779420802,-2.5355120801527007,-86.1525,105.9769,-87.1051,109.1514
-86.2514757600182,107.85982633932669,-2.5836597850937397,-87.0809,105.4907,-87.8013,108.6379
-87.95331245478319,106.79775497285344,-2.75541345928833,-88.0422,105.0801,-88.4839,108.2113
-89.78624464960785,106.0524929819698,-2.943224371441886,-89.0302,104.7472,-89.2004,107.8386
-91.75312707075878,105.65712635033559,-3.0360543150903316,-90.0387,104.4937,-89.9465,107.5223
-93.7567623208422,105.44487739556469,-3.0622337101916437,-91.0076,104.3305,-90.7178,107.2648
-95.74717684072625,105.28658776839417,-3.0632213670799,-92.8537,104.1306,-91.5633,107.0582
-97.73946210884934,105.13012935201134,-3.0615311701691574,-95.613,103.903,-93.0849,106.9047
-99.73438182242677,104.97007099132321,-3.0616608633188296,-109.1943,102.8075,-95.7927,106.677
-101.72879626825947,104.81031349404999,-3.0623762685828724,-115.845,102.2496,-109.4294,105.6095
-103.7222825362528,104.65206556542834,-3.063007925418452,-125.36505891262794,101.51257402112243,-116.0801,105.0516
-105.71580120385694,104.49508215624692,-3.0627853134534835,,,-125.58209303363923,104.31597264924733
-107.70961003863184,104.33762929144238,-3.0608892942945203,,,,
-109.7031980880125,104.17638983412597,-3.058279938635268,,,,
-111.69627526947843,104.00995591163114,-3.0572240621644773,,,,
-113.68913726266074,103.84142088169972,-3.058744230248892,,,,
-115.68228097776696,103.67591322014542,-3.0583988634186343,,,,
-117.67537909947342,103.50971622826951,-3.056273355496435,,,,
-119.6681085835173,103.339284199922,-3.0525042637261763,,,,
-121.66017074314956,103.16134358413302,-3.049698202475464,,,,
-122.3932424,103.0937881,-3.049698202475464,,,,
