x,y,yaw,left_x,left_y,right_x,right_y
-43.355885684608175,174.6129366856032,0.11371976264381872,-47.4433,175.5645,-47.219,172.7732
-41.36894714276302,174.83986995704046,0.1071584179288307,-39.7242,176.6424,-39.4546,173.424
-39.38016872701658,175.05380379541447,0.09848752302086398,-35.126,177.1717,-34.5685,173.9905
-37.38892257457431,175.25055325138285,0.12519076061855533,-33.0418,177.6693,-32.0627,174.3976
-35.404865612423286,175.50024466498886,0.18648324254942314,-31.296,178.2981,-29.8745,175.0997
-33.438739760757485,175.8712043564161,0.2625676068889799,-27.6635,179.6645,-26.6778,176.3062
-31.504882731019027,176.39097240298221,0.3399780697156251,-26.0935,180.0886,-25.3028,176.6851
-29.615873207052132,177.05913812473116,0.36466988207304335,-24.5938,180.3885,-24.1119,176.9099
-27.74578247132214,177.77303364108732,0.28614760007991696,-22.7373,180.5744,-22.506,177.0643
-25.833088093720924,178.33579064835143,0.1720983662288071,-20.442,180.6778,-20.4033,177.1488
-23.86049042150288,178.67866323710146,0.09681372856838742,-18.7979,180.6398,-19.2683,177.1421
-21.864220788682026,178.87253563772268,0.019191987330280248,-17.3213,180.4221,-17.9903,176.9893
-19.86199081459843,178.91096712865428,-0.09346068297916446,-15.781,180.0104,-16.8384,176.71
-17.86419218565907,178.72370595072738,-0.2557106040010227,-14.3013,179.4214,-15.7255,176.2968
-15.928434609537835,178.21763348617282,-0.4315467637279692,-12.9027,178.6638,-14.6671,175.755
-14.105921789692324,177.37837644118375,-0.5995923214071995,-11.6041,177.7484,-13.6781,175.0917
-12.446849053430554,176.244336375853,-0.7676394742385741,-10.4233,176.6882,-12.7722,174.3158
-11.003138263272922,174.85101289250218,-0.9439632929753459,-9.3763,175.4982,-11.9625,173.4375
-9.827179512663314,173.2273779401362,-1.114193340339052,-8.4772,174.1951,-11.2602,172.4688
-8.94223963266295,171.42588187003958,-1.2635793060356524,-7.738,172.7972,-10.6756,171.4228
-8.337373682195462,169.51936126269175,-1.3467438702584524,-7.1687,171.3239,-10.2171,170.3136
-7.89275551717962,167.568241050615,-1.3393582703105131,-6.798,169.8868,-9.8698,169.0656
-7.433328633105153,165.61871468285466,-1.3495881124235831,-5.4563,163.4001,-8.3832,163.1097
-6.9946926105906995,163.6682537939767,-1.4276096685140314,-5.1639,160.022,-7.9304,159.7736
-6.709667269404397,161.69129047961005,-1.480953675912136,-3.2268,138.3074,-5.9959,138.0619
-6.529996355619573,159.69683422743373,-1.4827029921700738,-3.2198203951308035,137.7589295556842,-5.991730241333461,137.51203186481612
-6.3539818210199845,157.70395947564583,-1.480708047733482,,,,
-6.174121369482761,155.71287236004832,-1.4823731493787469,,,,
-5.997533795269255,153.72100650175653,-1.481904339246115,,,,
-5.81996630357937,151.72870607135687,-1.473900486422083,,,,
-5.626453854899646,149.73784194632697,-1.4698615611200736,,,,
-5.424909687926265,147.74785100557412,-1.4710599233021031,,,,
-5.225763653277143,145.75775246312426,-1.476086164601657,,,,
-5.036636163208602,143.76681870144355,-1.4849407381710766,,,,
-4.865147629976955,141.77432210299818,-1.493037480741542,,,,
-4.78262233734131,140.71516418457,-1.493037480741542,,,,
