x,y,yaw,linear_vel,angular_vel,lane_id,left_x,left_y,right_x,right_y
-474.3735,137.8309,-3.049617783263942,2.222222328186035,0.0,"array('q', [38056])",-474.2551,136.4158,-474.4919,139.2459
-476.36504658472705,137.6472094997229,-3.0496671126898947,2.222222328186035,0.0,"array('q', [38056])",-503.2105,133.9725,-503.4303,136.3521
-478.35660222599057,137.4636172417391,-3.0496679696026407,2.222222328186035,0.0,"array('q', [38056])",-523.9832,132.1274,-524.1946,134.5079
-480.34815802457723,137.28002669034464,-3.0496684014058117,2.222222328186035,0.0,"array('q', [38056])",-524.2590839436351,132.12976040335076,-524.4704323439418,134.50059811731327
-482.33971390243994,137.0964369989102,-3.0496686999157787,2.222222328186035,0.0,"array('q', [38056])",,,,
-484.3312698351075,136.9128479019749,-3.0496688313677462,2.222222328186035,0.0,"array('q', [38056])",,,,
-486.322825791917,136.72925906683275,-3.049667157584163,2.222222328186035,0.0,"array('q', [38056])",,,,
-488.3143814416003,136.54566689824202,-3.0496666796306253,2.222222328186035,0.0,"array('q', [38056])",,,,
-490.30593700358503,136.3620737777756,-3.0496690034841163,2.222222328186035,0.0,"array('q', [38056])",,,,
-492.29749299199545,136.17848528541262,-3.0496690175601175,2.222222328186035,0.0,"array('q', [38056])",,,,
-494.2890489829773,135.99489682108396,-3.0496688640493828,2.222222328186035,0.0,"array('q', [38056])",,,,
-496.28060494573657,135.81130805103373,-3.049668752155795,2.222222328186035,0.0,"array('q', [38056])",,,,
-498.2721608874728,135.62771905818548,-3.0496699843492037,2.222222328186035,0.0,"array('q', [38056])",,,,
-500.26371704998047,135.44413251982132,-3.0496842966339948,2.222222328186035,0.0,"array('q', [38056])",,,,
-502.2552757887053,135.26057448990673,-3.0511830235342274,2.222222328186035,0.0,"array('q', [38056])",,,,
-504.2471045491711,135.08000172558366,-3.0530084908832107,1.6666666269302368,0.0,"array('q', [38056, 37927])",,,,
-506.2392625745196,134.90306501609945,-3.0529975970841075,1.6666666269302368,0.0,"array('q', [37927])",,,,
-508.23141862258933,134.7261066088665,-3.052995602602672,1.6666666269302368,0.0,"array('q', [37927])",,,,
-510.2235743085031,134.54914422913393,-3.0529993834319367,1.6666666269302368,0.0,"array('q', [37927])",,,,
-512.215730647204,134.37218938284772,-3.0635398776236977,1.6666666269302368,0.0,"array('q', [37927])",,,,
-514.2096142290069,134.2162444211443,-3.0798119538210726,1.6666666269302368,0.0,"array('q', [37927])",,,,
-516.2061018302104,134.09274285087548,-3.076828498338292,1.6666666269302368,0.0,"array('q', [37927])",,,,
-518.2020231724993,133.96329765910983,-3.0609710919178306,1.6666666269302368,0.0,"array('q', [37927])",,,,
-520.1952755708127,133.80224945768214,-3.0427870533025656,1.6666666269302368,0.0,"array('q', [37927])",,,,
-521.3020629882812,133.69253540039062,-3.0427870533025656,0.0,0.0,"array('q', [37927])",,,,
