x,y,yaw,left_x,left_y,right_x,right_y
-298.3000769046696,-91.49741870403358,-3.04791093263748,-294.2096,-92.553,-294.4255,-89.6949
-300.2913097247095,-91.6845084583367,-3.048225276255879,-310.3901,-94.0353,-310.6157,-91.2483
-302.2825965329946,-91.87097182973788,-3.0487322784446422,-329.96081362608504,-95.5767491503219,-330.1802632613437,-92.80214087953757
-304.2739704179442,-92.05642491948242,-3.0476513326436026,,,,
-306.2651586517125,-92.24403197302522,-3.045683464137461,,,,
-308.256008897848,-92.43556042970675,-3.0494570991899486,,,,
-310.2475072683419,-92.61956921215464,-3.059902913216444,,,,
-312.2407992538963,-92.78276388952686,-3.0647120032726685,,,,
-314.2349242689707,-92.93637628572714,-3.057244021469271,,,,
-316.2278048021828,-93.10487282265377,-3.0453063895480543,,,,
-318.21867663581185,-93.29716103885019,-3.042349740737017,,,,
-320.2090244374028,-93.49534001173984,-3.0443110771991546,,,,
-322.19966698110545,-93.68960606896952,-3.0511913419015415,,,,
-324.19142304106975,-93.87015553818605,-3.062985591006219,,,,
-326.18511037589496,-94.02719703342176,-3.0720797658371275,,,,
-326.9838814,-94.08281152,-3.0720797658371275,,,,
