x,y,yaw,distance
-204.45286086384303,140.77517740554117,1.6582705850167172,0.0
-204.8252192417189,145.761293051856,94.27086665092223,4.999999999999991
-205.22445443459029,151.7470848309196,93.72488260672826,5.999090927926688
-202.9982031426592,157.18950212873528,62.725841112736795,5.880144629036626
-198.4051255677511,160.51704747634986,31.96078985353441,5.671765126444778
-192.92048140247172,162.9216648518659,22.020229698516943,5.988614726492828
-187.00758109274207,163.41893790182345,1.4601208963922712,5.933773719903303
-181.01616157693846,163.41677651132005,-0.3143724322568718,5.991419905661872
-175.03883753815836,163.8109456818197,4.584190402015028,5.990306502972181
-169.0576467733778,164.2812892838717,4.478754447984988,5.999655495833703
-163.07605290289777,164.75287527485239,4.513666934055665,6.000154879522149
-157.09457534325625,165.22389325816772,4.5002995420722955,5.999994311422428
-151.11378947363494,165.70361793437,4.603058731390978,5.999994615265863
-145.13405972703788,166.19639752025083,4.732594062187056,5.999999963549885
-139.15378223644305,166.68224949153642,4.627055080725632,5.999980916846094
-134.2614441,167.0089417,0.0577835054074921,4.9032336514147286
