x,y,yaw,distance
-518.0659563884584,137.51305180684713,-3.05534615934104,0.0
-523.0405031578266,137.00918234025,-174.21626357442665,5.0000000000000515
-529.0368567559236,137.09767943884034,177.82473333754413,5.997006604120922
-534.9907645115015,137.67896446974206,173.7547207079551,5.982216131926467
-540.9727173332842,137.52108785732543,-176.94914449372703,5.984035810954159
-546.955615465512,137.04554607697904,-175.1561345280008,6.00176724352666
-552.934145494045,136.54322024449027,-175.20540507519937,5.999596031738817
-558.9131806132409,136.04253787339667,-175.214805500744,5.999961982654751
-564.8922381000156,135.54184090579523,-175.2127801882105,5.999985490275894
-570.8710816870212,135.03982374705188,-175.19790518471598,5.9998826543150585
-576.8521364688002,134.54227444317792,-175.2540191640817,6.0017140562031805
-582.8258854704135,134.8807073898745,175.17286506181398,5.983328003184011
-587.3015718867662,138.50001168299607,134.9345872426035,5.755964946360628
-588.7295661194913,144.07218041386182,99.13554081771231,5.752237120802151
-586.9177841421514,149.64388093462114,66.81302582778163,5.858873665342469
-581.7661466357944,151.82362828878738,15.966722934308047,5.593806175127905
-575.8859220792851,152.55591881688258,5.439814318896527,5.925646821445922
-569.9140386137686,153.07312644524038,4.852443914913608,5.994238555191212
-563.9334450338172,153.55150449578005,4.517439970005228,5.999695419585461
-561.614929199219,153.773910522461,0.1082657599891019,2.3291586712773777
