x,y,yaw,distance
-488.1074798321375,73.24190313728022,-3.069232974383849,0.0
-493.0937082079022,72.87105736782964,-175.7465146343543,5.000000000000002
-499.0747205017167,72.39447705370456,-175.38370346347742,5.999969737804663
-505.0554695772122,71.91411489867808,-175.41282535306883,6.000008941995176
-511.0363481599235,71.43549848018203,-175.427060198623,5.9999985247655285
-517.0156590174299,70.9376734499413,-175.2033665905642,5.999999007618975
-522.9938256940586,70.42652769400017,-175.09489933408773,5.999978899743759
-528.9719626195465,69.91478847177834,-175.10978747978783,5.9999998442868305
-534.9498707014043,69.40037301276003,-175.07603052055745,6.000000691634755
-540.9298331932041,68.91089579936033,-175.36952048062608,5.9999616120247214
-546.9100568641842,68.42402067565916,-175.34078639802806,6.000010211743769
-552.8903768462316,67.93844749558257,-175.36149279593423,6.000000700073695
-558.8661117405229,67.40000136173389,-174.74919589551803,5.999944313567238
-564.8448794195465,66.88903291981411,-175.18838655290207,6.000562615986511
-567.629638671875,66.6933517456055,-3.079151940845154,2.7916259089227773
