x,y,yaw,left_x,left_y,right_x,right_y
-43.355886209136216,174.61293286029868,0.11368264746718398,-47.4433,175.5645,-47.219,172.7732
-41.368958074118005,174.8397902363047,0.10721650808845708,-39.7242,176.6424,-39.4546,173.424
-39.38016339359539,175.053842691257,0.09868119871239585,-35.126,177.1717,-34.5685,173.9905
-37.38886310759856,175.25098693513632,0.12507637270488722,-33.0418,177.6693,-32.0627,174.3976
-35.404838312252615,175.50044376104748,0.1858078969329501,-31.296,178.2981,-29.8745,175.0997
-33.4389059766952,175.8699921684605,0.26247011184784697,-27.6635,179.6645,-26.6778,176.3062
-31.505077726987928,176.38955032656682,0.34167692347900747,-26.0935,180.0886,-25.3028,176.6851
-29.615547414173115,177.06151408343516,0.3656204597634708,-24.5938,180.3885,-24.1119,176.9099
-27.745161822028777,177.77755994348885,0.28044618684713535,-22.7373,180.5744,-22.506,177.0643
-25.834156191953202,178.32800116780984,0.16732747707337892,-20.442,180.6778,-20.4033,177.1488
-23.862918358884436,178.66095665317656,0.10955520786589593,-18.6659,180.5798,-18.2235,176.7197
-21.86306957347745,178.8809312779028,0.0025077974975976614,-17.1727,180.2264,-16.2793,175.6511
-19.861152826217232,178.8859516902365,-0.20069526665511545,-15.6235,179.5773,-14.7357,174.1619
-17.890884999467435,178.4851322768656,-0.42798077844669113,-14.2098,178.6779,-13.7571,172.0482
-16.05146745520217,177.6460279765455,-0.6530405665011912,-12.9717,177.5553,-13.531,170.8402
-14.44285774504631,176.41542019891318,-0.9049363760616552,-11.9438,176.2429,-12.7893,162.7817
-13.207038365616603,174.8422052902347,-1.1674299001931068,-11.1547,174.7793,-12.5837,160.3642
-12.420947186051844,173.00023757911256,-1.3522298175661285,-10.6652,173.3364,-11.7632,153.7052
-11.982573389480834,171.02660081171703,-1.4590324139269268,-9.6193,163.0293,-11.5257,150.9131
-11.75913578815529,169.03573911545087,-1.49482426354939,-9.4137,160.6119,-10.7047,141.6537
-11.607641054694145,167.04549228885125,-1.4761205097550951,-8.9932,153.9408,-10.4553,138.7189
-11.418673839094446,165.05551976347772,-1.4708050813635978,-8.7557,151.1487,-10.3352,137.3646
-11.218917463067816,163.06444351484396,-1.4850495777760622,-7.9356,141.8992,-10.25893383525618,136.45171950894022
-11.047623572922694,161.07166975819115,-1.482848978527095,-7.6862,138.9645,,
-10.871968337162727,159.0795446604547,-1.4756908168059302,-7.5661,137.6101,,
-10.682036081122458,157.0885005976156,-1.4768997625086107,-7.492590969276365,136.6868202073961,,
-10.494517089090973,155.09729273872134,-1.4804454704372163,,,,
-10.31406321820577,153.1054735236711,-1.4842982797203774,,,,
-10.141282484151843,151.1129475106185,-1.487329423389406,,,,
-9.97454071592221,149.11988958157664,-1.4894909192497487,,,,
-9.812106992588705,147.1264718750986,-1.4922787559261144,,,,
-9.655232135145367,145.1326207557081,-1.4949909232122383,,,,
-9.503766061792211,143.1383588192911,-1.4976274249138706,,,,
-9.35755869072926,141.14370866173343,-1.4997447849341803,,,,
-9.250069618,139.6334229,-1.4997447849341803,,,,
