station,node,x,y,z,qx,qy,qz,qw
D04A,HD04A01,-7.812716007,124.3111343,0,0,0,-0.688921332,0.724836118
D04A,HD04A02,-11.28607559,115.0302353,0,0,0,-0.967945631,0.251159821
D04A,HD04A03,-4.364539623,127.5211868,0,0,0,-0.671758037,0.740770639
D04A,HD04A04,-33.32506943,110.5885468,0,0,0,-0.999266804,0.038286474
D04A,HD04A05,-41.48044968,109.9414215,0,0,0,-0.999504596,0.03147319
D04A,HD04A06,-7.219753742,133.2806244,0,0,0,-0.445646719,0.895208915
D04A,HD04A07,-4.023573875,116.5506516,0,0,0,-0.765380244,0.643578342
D04A,HD04A08,-6.357974052,106.04673,0,0,0,-0.674009312,0.738722849
D04A,HD04A09,-8.789897919,92.27758026,0,0,0,-0.677971181,0.735088483
D05S,HD0501,-94.95225525,105.5084839,0,0,0,-0.999266781,0.038287066
D05A,HD0501,-81.32280731,110.4248581,0,0,0,-0.99913485,0.041587867
D05A,HD0502,-94.95225525,105.5084839,0,0,0,-0.999266781,0.038287066
D06S,HD0601,-150.4685211,100.9872589,0,0,0,-0.999089271,0.042668825
D06A,HD06A01,-137.2007141,105.7559586,0,0,0,-0.997659371,0.068379677
D06A,HD06A02,-150.4685211,100.9872589,0,0,0,-0.999089271,0.042668825
D06N01,HD06N01,-178.4533234,98.80032349,0,0,0,-0.999114279,0.042079174
D06N01,HD06N02,-189.8190308,99.35868835,0,0,0,0.999052835,0.043513591
D06N01,HD06N03,-193.5583038,90.97749329,0,0,0,-0.66722647,0.74485491
D06N01,HD06N04,-192.8706665,85.95264435,0,0,0,-0.632279419,0.774740431
D06N01,HD06N05,-195.8385315,79.60205841,0,0,0,-0.681378777,0.731930982
D11S,HD1101,-189.0148315,43.19174576,0,0,0,-0.681482396,0.731834506
D11S,HD1102,-187.7473907,28.73788071,0,0,0,-0.684001515,0.729480588
D11S,HD1103,-187.2375946,22.35122108,0,0,0,-0.675563408,0.737301893
D11A,HD11A01,-193.6117554,53.85182571,0,0,0,-0.640663467,0.767821803
D11A,HD11A02,-189.0148315,43.19174576,0,0,0,-0.681482396,0.731834506
D11A,HD11A03,-187.7473907,28.73788071,0,0,0,-0.684001515,0.729480588
D11A,HD11A04,-187.2375946,22.35122108,0,0,0,-0.675563408,0.737301893
D12S,HD1201,-187.3192291,-18.15089035,0,0,0,-0.841274144,0.540608744
D12S,HD1202,-191.1919556,-31.79623985,0,0,0,-0.692003179,0.721894452
D12S,HD1203,-211.0434723,-79.80072784,0,0,0,-0.999783115,0.020826003
D12A,HD12A01,-189.3969421,-13.71098709,0,0,0,-0.806090568,0.591792191
D12A,HD12A02,-191.6250763,-22.73083305,0,0,0,-0.702367907,0.711814107
D12A,HD12A03,-211.0434723,-79.80072784,0,0,0,-0.999783115,0.020826003
D07S,HD0701,-0.804508805,43.31906891,0,0,0,-0.665342393,0.746538344
D07S,HD0702,-1.878618002,34.62286758,0,0,0,-0.805176806,0.593034831
D07A,HD07A01,-5.756239891,69.45917511,0,0,0,-0.479011797,0.877808463
D07A,HD07A02,-0.804508805,43.31906891,0,0,0,-0.665342393,0.746538344
D07A,HD07A03,-1.878618002,34.62286758,0,0,0,-0.805176806,0.593034831
D08S,HD0801,3.02487421,-1.517129421,0,0,0,-0.682209017,0.731157204
D08S,HD0802,-2.958435297,-13.45787048,0,0,0,-0.971762509,0.235961067
D08S,HD0803,-30.26552582,-17.46433067,0,0,0,-0.999139709,0.041470981
D08A,HD08A01,-1.413163424,5.734728813,0,0,0,-0.657079693,0.753821117
D08A,HD08A02,-0.080911517,-3.162647963,0,0,0,-0.626216318,0.779649359
D08A,HD08A03,-2.958435297,-13.45787048,0,0,0,-0.971762509,0.235961067
D08A,HD08A04,-30.26552582,-17.46433067,0,0,0,-0.999139709,0.041470981
D09S,HD0901,-71.38700867,-20.8613472,0,0,0,-0.999340506,0.036311876
D09S,HD0902,-84.03183746,-21.9054203,0,0,0,-0.9995997,0.028292061
D09A,HD09A01,-70.74285889,-16.99223709,0,0,0,-0.997455366,0.071293714
D09A,HD09A02,-84.03183746,-21.9054203,0,0,0,-0.9995997,0.028292061
D10S,HD1001,-125.2545242,-25.20549774,0,0,0,-0.999562003,0.029593959
D10S,HD1002,-139.7521515,-26.48265648,0,0,0,-0.999562003,0.029593959
D10A,HD10A01,-126.3964462,-21.5528717,0,0,0,-0.997751132,0.067027444
D10A,HD10A02,-139.7521515,-26.48265648,0,0,0,-0.999562003,0.029593959
D1001N,HD1001N01,-169.6287842,-28.75126266,0,0,0,-0.999474955,0.032400852
D1001N,HD1001N02,-179.9200134,-28.33110046,0,0,0,-0.997652196,0.068484271
D1001N,HD1001N03,-190.5413361,-41.6068573,0,0,0,-0.688254465,0.725469359
D1001N,HD1001N04,-210.9406281,-79.76436615,0,0,0,-0.99930447,0.037290431
P04S,HP0401,-260.7738342,-83.28372955,0,0,0,-0.999130528,0.041691588
P04S,HP0402,-267.0827026,-82.08028412,0,0,0,0.942492491,0.334227325
P04S,HP0403,-270.8098755,-86.14226532,0,0,0,-0.971463431,0.237189381
D13S,HD1301,-304.2868958,-91.90960693,0,0,0,-0.998415449,0.05627248
D14S,HD1401,-333.4580688,-92.5946579,0,0,0,0.896282925,0.443482716
D14S,HD1402,-335.8786011,-85.48039246,0,0,0,0.717066676,0.697004578
D14S,HD1403,-336.3244019,-75.49028778,0,0,0,0.726581414,0.68708038
D1401N,HD1401N01,-338.8083801,-38.68601227,0,0,0,0.736445528,0.676496847
D1401N,HD1401N02,-339.5264893,-29.41687775,0,0,0,0.734042104,0.67910396
D1401N,HD1401N03,-342.1703796,1.349956512,0,0,0,0.739689429,0.6729484
D1402N,HD1402N01,-345.5310974,42.05118179,0,0,0,0.736878827,0.676024848
D20S,HD2001,-348.1001587,73.09052277,0,0,0,0.74942821,0.662085612
D20S,HD2002,-351.5974426,82.45977783,0,0,0,0.947308111,0.320323809
D20S,HD2003,-368.3447876,82.58922577,0,0,0,-0.998724921,0.050482981
P0401N,HP0401N01,-273.9736938,-37.53841019,0,0,0,0.732008056,0.681295975
P0401N,HP0401N02,-274.8137817,-26.90524292,0,0,0,0.736030994,0.676947838
D18S,HD1801,-278.0131226,9.081701279,0,0,0,0.741338554,0.671131245
D18S,HD1802,-278.5789795,16.61530113,0,0,0,0.734858732,0.678220203
D18A,HD18A01,-275.9340515,9.89419651,0,0,0,0.898348799,0.439282865
D18A,HD18A02,-278.5789795,16.61530113,0,0,0,0.734858732,0.678220203
D19S,HD1901,-281.1795044,46.56207657,0,0,0,0.744449378,0.667678908
D19S,HD1902,-283.3024597,71.52330017,0,0,0,0.717619182,0.696435719
D19S,HD1903,-283.5414734,88.68827057,0,0,0,0.958487471,0.285134649
D19S,HD1904,-297.900177,89.10910797,0,0,0,-0.999112665,0.042117491
D19S,HD1905,-324.6882324,87.02339935,0,0,0,-0.998877368,0.047370915
D19A,HD19A01,-278.6420898,47.335186,0,0,0,0.861931845,0.507024156
D19A,HD19A02,-283.3024597,71.52330017,0,0,0,0.717619182,0.696435719
D19A,HD19A03,-283.5414734,88.68827057,0,0,0,0.958487471,0.285134649
D19A,HD19A04,-297.900177,89.10910797,0,0,0,-0.999112665,0.042117491
D19A,HD19A05,-324.6882324,87.02339935,0,0,0,-0.998877368,0.047370915
D1901N,HD1901N01,-343.6427612,85.53890991,0,0,0,-0.999256585,0.038552274
D1901N,HD1901N02,-372.6928406,82.05718994,0,0,0,-0.999253626,0.038628891
D15S,HD1501,-419.1883545,79.01071167,0,0,0,-0.998488253,0.054965519
D15S,HD1502,-438.0795288,77.3707962,0,0,0,-0.99939531,0.034770885
D21S,HD2101,-440.5674133,29.23586464,0,0,0,-0.683870923,0.729603016
D21S,HD2102,-437.2784424,35.79951477,0,0,0,0.739059258,0.673640418
D21S,HD2103,-442.5110474,76.01635742,0,0,0,0.987734508,0.156142699
D21S,HD2104,-469.4666748,77.82539368,0,0,0,0.623779549,0.781600329
D1501N,HD1501N01,-492.9796753,72.85578918,0,0,0,-0.999713801,0.023923112
D1501N,HD1501N02,-500.8510742,64.99661255,0,0,0,-0.675610689,0.737258569
D1501N,HD1501N03,-499.7862244,52.63627625,0,0,0,-0.681491496,0.731826032
D22S,HD2201,-498.1824951,26.46388245,0,0,0,-0.698708301,0.715406675
D22S,HD2202,-495.4900513,40.83595657,0,0,0,0.728319549,0.685237648
D22S,HD2203,-501.5012817,72.00315857,0,0,0,0.999882044,0.015358948
D22S,HD2204,-518.2054443,70.77835846,0,0,0,-0.999097062,0.042486004
D22S,HD2205,-532.0509033,69.6295929,0,0,0,-0.999571774,0.029262073
D22S,HD2206,-539.586731,72.02035522,0,0,0,0.654524361,0.756040912
D22S,HD2207,-551.6606445,67.99932098,0,0,0,-0.999401897,0.034581035
D2201N,HD2201N01,-584.9937744,65.72285461,0,0,0,-0.988741618,0.149632925
D2201N,HD2201N02,-589.1619263,57.80620193,0,0,0,-0.582687724,0.81269614
D2201N,HD2201N03,-587.0653076,40.81646729,0,0,0,-0.68363368,0.729825316
D2201N,HD2201N04,-582.7472534,-15.21058464,0,0,0,-0.67616033,0.73675451
D2201N,HD2201N05,-579.2710571,-59.98754501,0,0,0,-0.680393104,0.73284734
D2201N,HD2201N06,-577.6534424,-79.71889496,0,0,0,-0.676322554,0.736605595
D2202N,HD2202N01,-574.9039307,-113.7594376,0,0,0,-0.678705251,0.734410772
D2202N,HD2202N02,-573.9906006,-124.77285,0,0,0,-0.667762903,0.744374036
D2202N,HD2202N03,-587.9760132,-139.9517365,0,0,0,0.999732014,0.023149516
P06S,HP0601,-598.3231201,-108.582077,0,0,0,0.679807708,0.733390401
P06S,HP0602,-587.9335938,-93.40245056,0,0,0,0.421066725,0.907029665
P0601N,HP0601N01,-592.042664,8.762424,0,0,0,0.729827,0.683632
P0601N,HP0601N02,-592.934021,31.33089638,0,0,0,0.731149705,0.682217054
D16S,HD1601,-581.8445435,70.58274841,0,0,0,0.036629584,0.999328912
D1601N,HD1601N01,-551.9556274,73.11840057,0,0,0,0.043714978,0.999044043
D1601N,HD1601N02,-543.9255981,71.19998169,0,0,0,-0.685084748,0.728463374
D1601N,HD1601N03,-534.5476685,74.60109711,0,0,0,0.04312325,0.99906976
D17S,HD1701,-337.1915894,150.798172,0,0,0,0.994558227,0.104182215
D17S,HD1702,-348.4961243,150.7623596,0,0,0,-0.999619802,0.027572648
D17S,HD1703,-353.9039001,134.5638428,0,0,0,-0.678214867,0.734863657
D17S,HD1704,-351.9659729,109.7229538,0,0,0,-0.671233039,0.741246387
D17A,HD17A01,-331.9204712,152.6351624,0,0,0,-0.998703368,0.050907587
D17A,HD17A02,-348.4961243,150.7623596,0,0,0,-0.999619802,0.027572648
D17A,HD17A03,-353.9039001,134.5638428,0,0,0,-0.678214867,0.734863657
D17A,HD17A04,-351.9659729,109.7229538,0,0,0,-0.671233039,0.741246387
D17S,HD1705,-347.9537354,156.6884766,0,0,0,0.974133327,0.22597403
D17S,HD1706,-357.9237671,159.4363251,0,0,0,-0.999453744,0.03304866
D17S,HD1707,-367.0239258,158.5670471,0,0,0,-0.998651162,0.051921646
D17A,HD17A05,-347.9537354,156.6884766,0,0,0,0.974133327,0.22597403
D17A,HD17A06,-357.9237671,159.4363251,0,0,0,-0.999453744,0.03304866
D17A,HD17A07,-367.0239258,158.5670471,0,0,0,-0.998651162,0.051921646
