x,y,yaw,distance
-194.4796082676865,64.01413626752797,-1.4867859430125252,0.0
-194.06748158041935,59.03115005506037,-85.27201208933388,5.0
-193.32959467212623,53.09174263266341,-82.45400475690067,5.9850678875560375
-190.62406392692196,47.78036023454457,-59.06824914793928,5.960761662094222
-188.79483341240424,42.11962088294972,-74.6211124280732,5.948954049405427
-188.18285316267134,36.2266192731026,-85.83968774780682,5.924693055317203
-187.64700601300743,30.237607429929533,-84.6942895705087,6.0129356412213655
-187.63901814807568,24.24295277871775,-90.96776806518746,5.994659973116175
-189.72628179528022,18.734875807615005,-114.47013595330964,5.890295531850162
-190.25973837243987,12.819896388094953,-91.33436960455181,5.938986231088657
-189.81477442694597,6.8598737606294256,-84.63112896284126,5.976609626928179
-189.27935371573145,0.8821542525140389,-84.93190942639983,6.0016502610282725
-188.8972931,-3.592179775,-1.4902585091650924,4.4906163612429735
