x,y,yaw,distance
-252.5010120546137,97.77004572442348,0.079556852643837,0.0
-247.517195677221,98.17200880286744,4.611133647106845,4.999999999999997
-241.53974643947168,98.69142666044796,5.0373478835667544,5.999974524999533
-235.56341743602417,99.2238953519466,5.102207114835581,6.000002605405623
-229.5871793044831,99.75732274443983,5.100270211635725,5.999997248995002
-223.61094678156005,100.29072047293599,5.100324726264691,5.99998902539064
-217.63462651292375,100.82412418864124,5.100292772006889,6.000076955943251
-211.65836183393995,101.35724380123155,5.097113101418984,5.99999633621536
-205.6746488200039,101.75424543699172,3.5363440557351704,5.996868493801059
-199.99804419336522,100.03077863874897,-20.924136765996387,5.932468111319347
-196.48086558889582,95.44679156899637,-58.16156579428478,5.7778441300710295
-195.38425797244858,89.68279945697998,-83.11039712276822,5.867380448874723
-193.14950763543334,84.1631916525614,-64.97280970531712,5.954845034372287
-191.75699912055208,78.33192939663398,-78.9200758169377,5.995223053516897
-191.16337629980632,72.39632280896939,-85.32920072711693,5.965216979862299
-190.62455497630393,66.4184668012879,-84.75334865424782,6.002090541405923
-190.2349562073945,61.43459132274669,-1.5024633838228838,4.999080114014993
