x,y,yaw,distance
-488.1096837464408,73.24195294135068,-3.069193688341714,0.0
-493.0958975150513,72.87091082282664,-175.74425842207336,4.999999999999998
-499.0769076197915,72.39426637530102,-175.3834199443897,5.999972650134413
-505.0576313943594,71.91388821390859,-175.41267589753545,5.999985003783333
-511.0386423306556,71.43699402903567,-175.44688351496336,5.99999332363462
-517.0187256586527,70.93660758792277,-175.17084528311293,6.00098185301691
-523.0002853414004,70.48834508850057,-175.82272180314644,5.998332727238575
-525.4846723500757,75.18543825388406,107.4927046314515,5.31364874762784
-520.5401702196453,75.73426991702209,4.957543118276954,4.974868592464844
-514.5564099269382,76.19831115050778,4.32960887252666,6.001726543833377
-508.57469579570915,76.68812042115823,4.751627575728332,6.001734505071012
-502.59444119487847,77.17596622676984,4.646039345936901,6.000119883869765
-496.6331902614766,77.85256430686235,6.841170086636359,5.999524785595053
-492.5337398,78.24318992,0.0659631316166214,4.1180192393601285
