x,y,yaw,distance
-65.44818102102816,107.75691895462792,-3.0577427075491013,0.0
-70.43056113879246,107.33752848965878,-175.18848606166014,4.9999999999999964
-76.4097663887309,106.8384450677226,-175.23661074369812,5.999998306911677
-82.39082081910831,106.36269201781518,-175.4951693331978,5.999946088393918
-88.37285070076071,105.89540325445955,-175.541032026582,6.000253352429428
-94.35207491627574,105.40791343261573,-175.29857045986176,5.999063972471261
-100.33214817052745,105.71976410267852,175.48352361719236,5.988198975204082
-105.83333723041345,107.75475480625282,156.8753068850203,5.86551517227969
-111.72360951124298,107.98745972137175,-178.29894863341005,5.8948671842399705
-117.726660256725,107.50277574309966,-174.7871280159586,6.02258555868041
-123.69353921024684,106.98130979836932,-175.04862052244664,5.989621956141757
-124.69481299319148,106.89456580263386,-3.0515290392174346,1.0050242331448613
