x,y,yaw,distance
-411.2028429732107,78.17489607886756,-3.0539195388547227,0.0
-416.1918528737426,77.84356510779159,-176.2004425046127,4.999999999999972
-422.15961232554025,78.32782605286917,173.6783308714317,5.987375179279098
-428.1413640768452,78.1008524964222,-176.1353879966335,5.986056382090473
-434.11763733307146,77.63578642671247,-175.43391784506943,5.994341371850653
-440.0947964711347,77.14321933430318,-175.26009280498718,5.99742058740736
-446.0741322726037,76.6458690316544,-175.24220520256964,5.999984495836122
-452.05347276738325,76.14712946720766,-175.22992221677336,6.00010449122804
-458.0321748116191,75.6479359186021,-175.2265864255011,5.999506007390869
-464.0122442773012,75.14246598360232,-175.15688454677894,6.001394060513953
-469.1701616877392,77.79993682785528,146.76824042370498,5.802263635940212
-464.8165378295019,80.0151777093392,24.738511796386295,4.88480632799406
-459.24567300164017,80.67788701404301,4.5030882512857895,5.610144254192388
-453.26586243988964,81.20633021898315,5.1599426892269875,6.00311473947238
-447.29818493623185,81.79575443898406,5.736631406424397,5.9967154091875186
-446.5448666,81.87143206,0.0989546090578626,0.757110043537785
