x,y,yaw,distance
-385.4838335391445,168.5132775540682,0.0747774836583806,0.0
-380.5020004244125,168.93911651066978,4.885673592406318,4.999999999999998
-374.5157393689735,168.94498273580456,-0.8994709402933078,5.986263929736336
-369.10349221304796,166.56156338741715,-28.262882929307885,5.913806478664301
-364.51133006403563,162.77912966886143,-41.642840532111194,5.949349379393411
-361.09406539110137,157.90186088945947,-57.59375157712191,5.955287448260882
-358.01399476345404,152.75953168561895,-59.37549760566307,5.994195918717279
-355.53163039002925,147.3054112209348,-66.75548220567495,5.992458838050976
-354.7232528329936,141.41740428974873,-85.188466637974,5.943239848467668
-354.1376627943924,135.45074564800694,-84.2367118679998,5.995325765993113
-353.5717110220411,129.47633693482592,-84.65900855565246,6.001154962235259
-353.0844684602058,123.49632675760523,-85.47847848235605,5.999827250323699
-352.5597721731817,117.51930962314889,-84.88403759781384,6.000003334932542
-352.0452450993966,111.54139130175702,-85.11991727222615,6.000020463872641
-352.0283203125,111.343162536621,-1.496228657942368,0.19894997295513134
