x,y,yaw,distance
-268.6916532838838,-43.311913172869616,1.6509772974721142,0.0
-269.0937475041443,-38.32810737428225,94.61264130309006,4.999999999999997
-269.56565844459897,-32.3466945693844,94.4907638374364,5.999999923193065
-270.02545689152765,-26.364352294421515,94.37593249322092,5.999986142201172
-270.4724740156405,-20.38103046247749,94.25200569376258,5.999997037821612
-270.9745700021461,-14.402082237701045,94.90994144384497,5.999993521181705
-271.5011065473291,-8.42535286716382,95.05956765248638,5.9998778905954016
-271.95997519552094,-2.443032533271878,94.25157340540038,5.9998930835132755
-272.4857889387819,3.534912373919745,95.18194421527474,6.001025362887612
-272.675628662109,5.36137247085571,1.6900251907086357,1.836299432623184
