x,y,yaw,distance
-450.0353118547313,81.43747812818921,0.0853518320308566,0.0
-445.05317350802864,81.85973100777065,4.8444315896192,4.999999999999973
-439.0717197596311,82.3309482115999,4.436443761053097,5.999986216434473
-433.08959677641866,82.79363430293782,4.419981587996555,5.999989483773783
-427.10758631185763,83.2582927304635,4.4459074465219395,6.0000297209587465
-421.1258209753666,83.72918525048438,4.512162359746008,6.000271352718754
-415.2511741140777,84.9018991179083,12.640062910673539,5.990553693916782
-409.47065878859104,86.43674491707303,15.30783193426537,5.980811738836093
-403.54091859995435,87.02849772172964,3.8325920040545607,5.9591937446731835
-397.5581055975277,87.47292739563612,4.331480661184037,5.999297388615954
-394.9982955,87.70415182,0.099312422747459,2.5702319875503834
