x,y,yaw,distance
-441.5867585915334,41.33123991195553,-1.130099249757685,0.0
-437.49654976860296,38.45544579818069,-35.110755408162845,4.999999999999998
-436.70882084195154,43.20413370258561,84.71535857121533,4.8135801307680515
-437.93547063584265,48.63556795268396,104.85675921369197,5.568226623440763
-438.54029736128047,54.56652521654632,94.0660478264895,5.961716987040355
-438.99845111912146,60.55385266888085,94.43802508187925,6.004830962425383
-439.4540675774454,66.53520275630504,94.33958149759037,5.998677789765428
-439.95916960778175,72.51822550675999,94.92324111784012,6.004305896064207
-443.1793759691021,77.41550447524294,128.8137205928399,5.8611492307084
-448.62698684459997,77.93966438133211,-179.62856680140123,5.472769669737051
-454.4367167930926,76.65273326206446,-165.16003223504188,5.950559114919525
-460.3043389930743,75.54341169139636,-170.09926842331893,5.97156467174787
-466.2495279052661,74.96118598238631,-175.24758515189265,5.97363021770523
-472.2328804905176,74.52525508876393,-175.94993266943348,5.99921194020095
-477.189117431641,74.1458511352539,-3.0598635696779715,4.970737568660788
