x,y,yaw,left_x,left_y,right_x,right_y
-510.7644673532135,158.330135803362,0.08835595502207039,-521.355871192884,158.89773986198628,-521.0911429537845,155.90943753593052
-508.77226904614344,158.50661787851107,0.08835766128059884,-476.3842,162.8817,-476.1194,159.8934
-506.78007104498096,158.68310335244172,0.0883622138347089,-475.1772,162.9979,-474.943,160.0071
-504.78787386002597,158.8595978948322,0.08836156237367107,-446.6936783417803,165.22885774992383,-446.4594257333491,162.2380618704532
-502.7956765582733,159.03609113954494,0.08834880521844869,,,,
-500.8034769693464,159.21255897264288,0.08833589571186809,,,,
-498.81127506593054,159.38900109064883,0.08836140422902186,,,,
-496.81907773582486,159.56549402034534,0.08842519169517725,,,,
-494.82689184189275,159.74211401146883,0.08841017616062774,,,,
-492.8347032558918,159.91870409240408,0.08822592989483344,,,,
-490.8424816371832,160.0949271639584,0.08805825981985728,,,,
-488.85022995762364,160.2708162448979,0.08843863423486824,,,,
-486.8580464737449,160.4474630128821,0.08932953510855231,,,,
-484.8660227153895,160.62588440879298,0.08903545508502927,,,,
-482.8739462328042,160.80372001297357,0.08637978745787801,,,,
-480.8813936258826,160.9762656451675,0.084228898615596,,,,
-478.88845538849324,161.14452673608668,0.08987625540454068,,,,
-476.8965296490299,161.32403716936307,0.09646759430088969,,,,
-474.90581425145325,161.51667462694547,0.083031715038349,,,,
-472.91277133384006,161.68254175119284,0.07408724398746289,,,,
-470.91816584661694,161.83058754424547,0.07476333826160139,,,,
-468.9236762221427,161.9799806976466,0.07834144592079413,,,,
-466.92981195847653,162.13650325103492,0.07980238309480225,,,,
-464.9362092298367,162.29593608861157,0.07929905182517616,,,,
-462.94252403283707,162.45436565998997,0.0775450181205707,,,,
-460.9485187496299,162.60930151534535,0.06975161899325324,,,,
-458.95305310375926,162.74871464318107,0.06723610553672385,,,,
-456.95711470281265,162.8831163588881,0.07181241384108489,,,,
-454.96203463158054,163.02663466853429,0.08105458086549258,,,,
-452.968688214316,163.18855928887336,0.09496495107477762,,,,
-450.97795077527195,163.37817993665905,0.10864528313910128,,,,
-449.654479980469,163.522537231445,0.10864528313910128,,,,
